12,5,2003,12,44,15,18,1,42
12,9,2003,14,15,48,4,24,41
12,12,2003,16,32,46,9,45,26
12,16,2003,47,16,31,24,46,47
12,19,2003,5,10,39,17,35,38
12,23,2003,2,49,13,21,22,52
12,26,2003,29,20,10,17,1,36
12,30,2003,46,21,12,32,18,49
1,2,2004,8,7,36,48,44,9
1,6,2004,32,7,15,25,13,9
1,9,2004,49,24,47,32,38,12
1,13,2004,18,21,17,45,3,21
1,16,2004,49,12,26,41,44,44
1,20,2004,45,5,14,7,21,36
1,23,2004,18,10,33,46,51,13
1,27,2004,38,20,10,50,6,27
1,30,2004,40,28,17,51,30,44
2,3,2004,41,26,21,35,9,17
2,6,2004,6,16,49,30,1,13
2,10,2004,32,22,10,3,7,23
2,13,2004,30,45,14,43,42,30
2,17,2004,36,34,2,52,8,21
2,20,2004,1,30,21,20,13,24
2,24,2004,6,52,49,43,11,21
2,27,2004,9,36,52,24,2,44
3,2,2004,25,50,30,35,40,4
3,5,2004,49,30,40,52,47,3
3,9,2004,29,36,23,51,16,49
3,12,2004,32,4,36,29,35,11
3,16,2004,51,49,45,28,3,52
3,19,2004,9,32,14,6,50,4
3,23,2004,46,22,12,39,35,32
3,26,2004,37,8,17,10,49,20
3,30,2004,3,45,31,27,41,33
4,2,2004,17,46,25,8,47,13
4,6,2004,39,32,29,8,17,49
4,9,2004,11,23,10,8,2,40
4,13,2004,13,51,39,50,36,34
4,16,2004,51,24,42,29,6,41
4,20,2004,37,48,46,22,12,49
4,23,2004,48,22,47,25,8,27
4,27,2004,10,35,17,1,23,45
4,30,2004,32,50,39,21,15,34
5,4,2004,15,37,39,29,3,40
5,7,2004,19,44,14,17,50,17
5,11,2004,9,34,25,37,30,30
5,14,2004,10,32,36,19,46,6
5,18,2004,46,44,2,51,36,45
5,21,2004,49,20,27,4,38,31
5,25,2004,39,5,36,34,18,43
5,28,2004,13,27,39,36,51,33
6,1,2004,7,17,16,48,26,15
6,4,2004,4,47,16,18,41,46
6,8,2004,45,37,17,29,24,43
6,11,2004,28,12,52,39,36,36
6,15,2004,29,27,18,23,44,24
6,18,2004,10,15,7,51,11,23
6,22,2004,10,52,17,41,9,19
6,25,2004,32,18,19,29,42,32
6,29,2004,10,13,19,38,28,1
7,2,2004,39,38,25,10,50,12
7,6,2004,6,31,7,8,48,19
7,9,2004,29,11,45,23,25,16
7,13,2004,37,52,39,13,31,38
7,16,2004,35,44,21,3,22,7
7,20,2004,44,6,15,32,21,13
7,23,2004,37,5,35,12,25,12
7,27,2004,24,13,8,10,11,46
7,30,2004,19,21,34,16,35,22
8,3,2004,1,13,2,16,22,31
8,6,2004,23,38,4,33,49,7
8,10,2004,31,25,18,44,29,33
8,13,2004,14,45,31,48,41,20
8,17,2004,36,22,28,26,23,10
8,20,2004,12,17,37,34,39,34
8,24,2004,5,2,47,50,21,46
8,27,2004,5,46,25,47,38,14
8,31,2004,14,42,25,15,44,3
9,3,2004,14,44,34,38,4,10
9,7,2004,30,51,36,38,13,35
9,10,2004,17,11,52,27,45,5
9,14,2004,12,37,38,50,35,49
9,17,2004,38,25,49,16,3,4
9,21,2004,15,19,3,1,29,39
9,24,2004,26,49,11,50,30,52
9,28,2004,18,50,1,42,39,35
10,1,2004,17,10,8,24,39,52
10,5,2004,8,39,48,49,34,47
10,8,2004,16,17,41,33,21,6
10,12,2004,51,19,18,39,4,13
10,15,2004,36,4,8,30,24,25
10,19,2004,34,6,50,19,13,33
10,22,2004,20,3,24,7,43,36
10,26,2004,39,43,49,25,14,27
10,29,2004,41,18,26,10,31,48
11,2,2004,32,42,24,49,50,3
11,5,2004,3,41,30,29,43,1
11,9,2004,28,11,20,52,26,7
11,12,2004,5,51,35,31,33,1
11,16,2004,30,9,28,27,10,18
11,19,2004,36,1,51,12,24,38
11,23,2004,35,30,8,51,32,17
11,26,2004,43,9,37,7,18,34
11,30,2004,22,20,52,10,28,4
12,3,2004,32,52,41,12,37,13
12,7,2004,19,49,32,1,22,29
12,10,2004,37,47,23,22,42,15
12,14,2004,40,27,34,32,14,2
12,17,2004,38,42,34,47,16,1
12,21,2004,7,22,31,38,27,12
12,24,2004,20,9,22,41,42,10
12,28,2004,32,38,29,18,43,50
12,31,2004,47,10,51,45,14,20
1,4,2005,12,3,7,32,6,30
1,7,2005,14,15,8,2,51,38
1,11,2005,24,45,23,35,2,18
1,14,2005,24,15,19,47,40,50
1,18,2005,51,28,39,23,10,5
1,21,2005,27,40,17,41,39,21
1,25,2005,2,45,10,21,25,22
1,28,2005,39,31,52,47,25,43
2,1,2005,44,17,21,3,42,35
2,4,2005,12,3,30,14,52,34
2,8,2005,8,14,25,11,23,21
2,11,2005,21,50,24,6,14,28
2,15,2005,21,38,3,20,16,10
2,18,2005,19,35,42,1,31,34
2,22,2005,18,28,41,45,15,27
2,25,2005,50,38,13,37,4,24
3,1,2005,48,39,18,8,1,1
3,4,2005,7,13,10,39,35,21
3,8,2005,14,8,22,31,15,13
3,11,2005,35,36,18,31,19,17
3,15,2005,14,34,26,27,44,27
3,18,2005,9,48,29,2,28,33
3,22,2005,11,43,37,27,6,34
3,25,2005,19,11,49,18,45,2
3,29,2005,42,17,18,30,7,38
4,1,2005,28,11,32,19,45,10
4,5,2005,45,4,19,51,52,22
4,8,2005,35,13,5,17,33,35
4,12,2005,20,47,43,50,15,24
4,15,2005,37,26,49,39,25,29
4,19,2005,42,14,5,47,6,3
4,22,2005,49,46,25,23,43,26
4,26,2005,33,42,18,34,22,16
4,29,2005,7,2,28,46,5,21
5,3,2005,46,42,17,7,52,47
5,6,2005,12,25,51,50,7,19
5,10,2005,40,38,25,42,11,40
5,13,2005,39,27,23,21,33,8
5,17,2005,10,29,7,44,9,17
5,20,2005,40,3,27,44,6,9
5,24,2005,45,39,28,40,9,24
5,27,2005,17,7,34,50,22,24
5,31,2005,5,13,38,22,37,11
6,3,2005,47,28,6,4,14,42
6,7,2005,7,14,46,47,28,25
6,10,2005,29,50,14,37,31,34
6,14,2005,29,10,48,49,1,36
6,17,2005,40,50,35,16,49,34
6,21,2005,46,13,40,50,9,30
6,24,2005,44,14,56,43,50,7
6,28,2005,37,43,46,2,20,4
7,1,2005,42,41,50,14,25,40
7,5,2005,50,38,55,22,48,29
7,8,2005,45,23,50,9,48,3
7,12,2005,32,39,17,53,5,36
7,15,2005,25,13,48,36,9,2
7,19,2005,13,54,7,48,51,11
7,22,2005,35,54,27,7,18,34
7,26,2005,29,55,1,18,10,8
7,29,2005,4,16,25,23,40,22
8,2,2005,50,22,39,17,52,46
8,5,2005,5,53,48,50,3,4
8,9,2005,35,43,36,52,13,5
8,12,2005,54,45,38,8,37,21
8,16,2005,9,55,20,15,24,3
8,19,2005,36,2,18,46,13,36
8,23,2005,8,6,13,7,40,12
8,26,2005,54,38,5,20,47,35
8,30,2005,19,56,42,32,49,29
9,2,2005,1,53,14,4,45,33
9,6,2005,1,50,8,31,27,40
9,9,2005,51,15,52,43,28,11
9,13,2005,44,52,48,13,24,30
9,16,2005,5,41,50,16,46,1
9,20,2005,40,35,36,42,52,45
9,23,2005,41,6,20,7,51,38
9,27,2005,26,17,14,28,27,5
9,30,2005,1,30,52,3,14,10
10,4,2005,28,12,36,29,24,41
10,7,2005,23,27,36,2,4,37
10,11,2005,54,42,30,53,24,20
10,14,2005,25,34,6,20,24,44
10,18,2005,3,33,12,32,16,15
10,21,2005,17,28,36,29,11,42
10,25,2005,18,12,7,55,31,30
10,28,2005,25,53,28,8,17,1
11,1,2005,28,18,21,36,5,20
11,4,2005,54,9,7,41,53,38
